State,District,Market,Commodity,Variety,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price,
Telangana,Hyderabad,Bowenpally,Yam (Ratalu),Other,14/09/2022,1500,2500,2000,
Telangana,Hyderabad,Gaddiannaram,Apple,Simla,14/09/2022,3300,10000,7200,
Telangana,Hyderabad,Gaddiannaram,Ber(Zizyphus/Borehannu),Ber(Zizyphus),14/09/2022,650,1300,1000,
Telangana,Hyderabad,Gaddiannaram,Chikoos(Sapota),Other,14/09/2022,1000,1800,1200,
Telangana,Hyderabad,Gaddiannaram,Custard Apple (Sharifa),Custard Apple(Sharifa),14/09/2022,1000,3000,2000,
Telangana,Hyderabad,Gaddiannaram,Grapes,Black,14/09/2022,2500,5000,3750,
Telangana,Hyderabad,Gaddiannaram,Grapes,White,14/09/2022,10600,10600,10600,
Telangana,Hyderabad,Gaddiannaram,Guava,Guava,14/09/2022,1500,4000,2000,
Telangana,Hyderabad,Gaddiannaram,Karbuja(Musk Melon),Karbhuja,14/09/2022,900,1800,1500,
Telangana,Hyderabad,Gaddiannaram,Mousambi(Sweet Lime),Mousambi,14/09/2022,1700,3630,2400,
Telangana,Hyderabad,Gaddiannaram,Orange,Darjeeling,14/09/2022,1500,3000,2000,
Telangana,Hyderabad,Gaddiannaram,Papaya,Other,14/09/2022,1600,2900,2000,
Telangana,Hyderabad,Gaddiannaram,Pineapple,Other,14/09/2022,480,3200,1040,
Telangana,Hyderabad,Gaddiannaram,Plum,Other,14/09/2022,4250,10000,5700,
Telangana,Hyderabad,Gaddiannaram,Pomegranate,Other,14/09/2022,1500,5000,4000,
Telangana,Hyderabad,Gaddiannaram,Water Melon,Other,14/09/2022,800,1500,1200,
Telangana,Hyderabad,Gudimalkapur,Banana - Green,Banana - Green,14/09/2022,1000,2000,1500,
Telangana,Hyderabad,Gudimalkapur,Beetroot,Beetroot,14/09/2022,800,1000,900,
Telangana,Hyderabad,Gudimalkapur,Bhindi(Ladies Finger),Bhindi,14/09/2022,1000,3000,2000,
Telangana,Hyderabad,Gudimalkapur,Bitter gourd,Bitter Gourd,14/09/2022,1500,3000,2000,
Telangana,Hyderabad,Gudimalkapur,Bottle gourd,Bottle Gourd,14/09/2022,600,800,700,
Telangana,Hyderabad,Gudimalkapur,Brinjal,Arkasheela Mattigulla,14/09/2022,500,1500,1000,
Telangana,Hyderabad,Gudimalkapur,Cabbage,Cabbage,14/09/2022,1000,1600,1300,
Telangana,Hyderabad,Gudimalkapur,Capsicum,Capsicum,14/09/2022,2000,3000,2500,
Telangana,Hyderabad,Gudimalkapur,Carrot,Carrot,14/09/2022,4000,6000,5000,
Telangana,Hyderabad,Gudimalkapur,Cauliflower,African Sarson,14/09/2022,1000,2000,1500,
Telangana,Hyderabad,Gudimalkapur,Cluster beans,Cluster Beans,14/09/2022,1600,2000,1800,
Telangana,Hyderabad,Gudimalkapur,Cucumbar(Kheera),Cucumbar,14/09/2022,600,800,700,
Telangana,Hyderabad,Gudimalkapur,Field Pea,Field Pea,14/09/2022,2000,4000,3000,
Telangana,Hyderabad,Gudimalkapur,French Beans (Frasbean),French Beans (Frasbean),14/09/2022,4000,6000,5000,
Telangana,Hyderabad,Gudimalkapur,Green Chilli,Green Chilly,14/09/2022,1000,2000,1400,
Telangana,Hyderabad,Gudimalkapur,Onion,1st Sort,14/09/2022,800,1700,1300,
Telangana,Hyderabad,Gudimalkapur,Onion Green,Onion Green,14/09/2022,1600,2000,1800,
Telangana,Hyderabad,Gudimalkapur,Potato,(Red Nanital),14/09/2022,2000,2500,2100,
Telangana,Hyderabad,Gudimalkapur,Pumpkin,Other,14/09/2022,600,800,700,
Telangana,Hyderabad,Gudimalkapur,Raddish,Other,14/09/2022,500,500,500,
Telangana,Hyderabad,Gudimalkapur,Ridgeguard(Tori),Other,14/09/2022,1500,3000,2000,
Telangana,Hyderabad,Gudimalkapur,Snakeguard,Other,14/09/2022,800,1000,900,
Telangana,Hyderabad,Gudimalkapur,Tomato,Deshi,14/09/2022,1000,2000,1600,
Telangana,Hyderabad,Gudimalkapur,Yam,Other,14/09/2022,800,2000,1000,
Telangana,Hyderabad,Mahboob Manison,Dry Chillies,1st Sort,14/09/2022,12000,24000,14000,
Telangana,Hyderabad,Mahboob Manison,Dry Chillies,2nd Sort,14/09/2022,5000,10000,7000,
Telangana,Hyderabad,Mahboob Manison,Onion,1st Sort,14/09/2022,900,2200,1300,
Telangana,Hyderabad,Mahboob Manison,Onion,2nd Sort,14/09/2022,300,800,600,
Telangana,Hyderabad,Mahboob Manison,Potato,(Red Nanital),14/09/2022,1600,1800,1700,
Telangana,Hyderabad,Mahboob Manison,Tamarind Fruit,Chapathi,14/09/2022,5500,8000,6500,
Telangana,Jagityal,Mallapur,Paddy(Dhan)(Common),MTU-1010,14/09/2022,2060,2060,2060,
Telangana,Karimnagar,Choppadandi,Paddy(Dhan)(Common),I.R.-64,14/09/2022,1960,1960,1960,
Telangana,Karimnagar,Dharmapuri,Paddy(Dhan)(Common),Paddy,14/09/2022,2060,2060,2060,
Telangana,Karimnagar,Gangadhara,Paddy(Dhan)(Common),1001,14/09/2022,1940,1940,1940,
Telangana,Karimnagar,Gollapally,Paddy(Dhan)(Common),1001,14/09/2022,2040,2040,2040,
Telangana,Karimnagar,Gopalraopet,Paddy(Dhan)(Common),I.R. 64,14/09/2022,1960,1960,1960,
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),1001,14/09/2022,1940,1940,1940,
Telangana,Karimnagar,Huzzurabad,Paddy(Dhan)(Common),MTU-1010,14/09/2022,1960,1960,1960,
Telangana,Karimnagar,Ibrahimpatnam,Paddy(Dhan)(Common),MTU-1010,14/09/2022,2060,2060,2060,
Telangana,Karimnagar,Jammikunta,Cotton,Cotton (Unginned),14/09/2022,9500,9500,9500,
Telangana,Karimnagar,Karimnagar,Beetroot,Beetroot,14/09/2022,4000,4000,4000,
Telangana,Karimnagar,Karimnagar,Bitter gourd,Bitter Gourd,14/09/2022,3000,3600,3300,
Telangana,Karimnagar,Karimnagar,Brinjal,Brinjal,14/09/2022,2000,4000,3000,
Telangana,Karimnagar,Karimnagar,Cabbage,Cabbage,14/09/2022,1700,1700,1700,
Telangana,Karimnagar,Karimnagar,Capsicum,Capsicum,14/09/2022,5000,5000,5000,
Telangana,Karimnagar,Karimnagar,Carrot,Carrot,14/09/2022,7000,7000,7000,
Telangana,Karimnagar,Karimnagar,Coriander(Leaves),Coriander,14/09/2022,400,500,450,
Telangana,Karimnagar,Karimnagar,French Beans (Frasbean),French Beans (Frasbean),14/09/2022,3000,3000,3000,
Telangana,Karimnagar,Karimnagar,Green Chilli,Green Chilly,14/09/2022,2000,3000,2500,
Telangana,Karimnagar,Karimnagar,Ridgeguard(Tori),Other,14/09/2022,3500,3500,3500,
Telangana,Karimnagar,Karimnagar,Thondekai,Other,14/09/2022,2000,2000,2000,
Telangana,Karimnagar,Karimnagar,Tomato,Hybrid,14/09/2022,3500,3500,3500,
Telangana,Karimnagar,Kataram,Paddy(Dhan)(Common),Paddy,14/09/2022,1790,2000,1950,
Telangana,Karimnagar,Koratla,Paddy(Dhan)(Common),MTU-1010,14/09/2022,1960,1960,1960,
Telangana,Karimnagar,Mallial(Cheppial),Paddy(Dhan)(Common),MTU-1010,14/09/2022,1960,1960,1960,
Telangana,Karimnagar,Manthani,Paddy(Dhan)(Common),1001,14/09/2022,1960,1960,1960,
Telangana,Karimnagar,Peddapalli,Cotton,Cotton (Unginned),14/09/2022,6380,6380,6380,
Telangana,Karimnagar,Pudur,Paddy(Dhan)(Common),1001,14/09/2022,1960,1960,1960,
Telangana,Karimnagar,Sultanabad,Paddy(Dhan)(Common),MTU-1010,14/09/2022,1960,1960,1960,
Telangana,Karimnagar,Vemulawada,Paddy(Dhan)(Common),I.R. 64,14/09/2022,2040,2060,2040,
Telangana,Khammam,Bhadrachalam,Paddy(Dhan)(Common),Samba Masuri,14/09/2022,2060,2060,2060,
Telangana,Khammam,Burgampadu,Paddy(Dhan)(Common),Samba Masuri,14/09/2022,2060,2060,2060,
Telangana,Khammam,Kothagudem,Wood,Eucalyptus,14/09/2022,3900,4000,3950,
Telangana,Khammam,Wyra,Paddy(Dhan)(Common),Samba Masuri,14/09/2022,2020,2060,2040,
Telangana,Khammam,Yellandu,Wood,Eucalyptus,14/09/2022,400,440,420,
Telangana,Mahbubnagar,Achampet,Groundnut,Balli/Habbu,14/09/2022,4850,5900,5850,
Telangana,Mahbubnagar,Amangal,Paddy(Dhan)(Common),1001,14/09/2022,2100,2100,2100,
Telangana,Mahbubnagar,Atmakur,Paddy(Dhan)(Common),Other,14/09/2022,2200,2200,2200,
Telangana,Mahbubnagar,Devarakadra,Onion,Red,14/09/2022,870,1680,1275,
Telangana,Mahbubnagar,Kalwakurthy,Bhindi(Ladies Finger),Bhindi,14/09/2022,2500,3500,3000,
Telangana,Mahbubnagar,Kalwakurthy,Bitter gourd,Bitter Gourd,14/09/2022,2500,3000,2750,
Telangana,Mahbubnagar,Kalwakurthy,Brinjal,Brinjal,14/09/2022,2000,2800,2400,
Telangana,Mahbubnagar,Kalwakurthy,Cabbage,Cabbage,14/09/2022,2000,2000,2000,
Telangana,Mahbubnagar,Kalwakurthy,Cluster beans,Cluster Beans,14/09/2022,600,3500,2050,
Telangana,Mahbubnagar,Kalwakurthy,Cucumbar(Kheera),Cucumbar,14/09/2022,1000,2000,1500,
Telangana,Mahbubnagar,Kalwakurthy,Green Chilli,Green Chilly,14/09/2022,1800,3000,2400,
Telangana,Mahbubnagar,Kalwakurthy,Little gourd (Kundru),Little gourd (Kundru),14/09/2022,3000,3000,3000,
Telangana,Mahbubnagar,Kalwakurthy,Ridgeguard(Tori),Ridgeguard(Tori),14/09/2022,2500,3500,3000,
Telangana,Mahbubnagar,Kalwakurthy,Tomato,Local,14/09/2022,800,3000,1900,
Telangana,Mahbubnagar,Kollapur,Paddy(Dhan)(Common),Common,14/09/2022,1960,1960,1960,
Telangana,Mahbubnagar,Mahbubnagar,Groundnut,Local,14/09/2022,5209,5821,5600,
Telangana,Mahbubnagar,Mahbubnagar,Ragi (Finger Millet),Local,14/09/2022,2220,2380,2365,
Telangana,Mahbubnagar,Makthal,Ginger(Dry),Dry,14/09/2022,1333,1333,1333,
Telangana,Mahbubnagar,Nagarkurnool,Maize,Local,14/09/2022,1962,1962,1962,
Telangana,Mahbubnagar,Narayanpet,Cowpea (Lobia/Karamani),Cowpea (Whole),14/09/2022,5900,6409,6409,
Telangana,Mahbubnagar,Narayanpet,Green Gram (Moong)(Whole),Local (Whole),14/09/2022,5760,7041,5840,
Telangana,Mahbubnagar,Shadnagar,Bhindi(Ladies Finger),Bhindi,14/09/2022,1800,2800,2500,
Telangana,Mahbubnagar,Shadnagar,Brinjal,Arkasheela Mattigulla,14/09/2022,300,400,300,
Telangana,Mahbubnagar,Shadnagar,Cabbage,Cabbage,14/09/2022,600,1000,800,
Telangana,Mahbubnagar,Shadnagar,Capsicum,Capsicum,14/09/2022,3000,4000,3500,
Telangana,Mahbubnagar,Shadnagar,Carrot,Carrot,14/09/2022,3000,4000,3500,
Telangana,Mahbubnagar,Shadnagar,Cluster beans,Cluster Beans,14/09/2022,2500,3000,2800,
Telangana,Mahbubnagar,Shadnagar,Green Chilli,Green Chilly,14/09/2022,2000,2800,2500,
Telangana,Mahbubnagar,Shadnagar,Tomato,Deshi,14/09/2022,3000,4000,3500,
Telangana,Mahbubnagar,Wanaparthy Road(Prbbair),Paddy(Dhan)(Common),B P T,14/09/2022,2020,2040,2040,
Telangana,Medak,Dubbak,Paddy(Dhan)(Common),I.R.-64,14/09/2022,1960,1960,1960,
Telangana,Medak,Gajwel,Paddy(Dhan)(Common),1001,14/09/2022,1960,2000,1980,
Telangana,Medak,Jogipet,Arhar (Tur/Red Gram)(Whole),Arhar (Whole),14/09/2022,6600,6600,6600,
Telangana,Medak,Medak,Paddy(Dhan)(Common),1001,14/09/2022,1960,1960,1960,
Telangana,Medak,Sadasivpet,Green Gram (Moong)(Whole),Ankola,14/09/2022,6669,7272,7272,
Telangana,Medak,Sadasivpet,Jowar(Sorghum),Jowar ( White),14/09/2022,2259,2259,2259,
Telangana,Medak,Sadasivpet,Onion,1st Sort,14/09/2022,406,1604,1360,
Telangana,Medak,Sadasivpet,Turmeric,Bulb,14/09/2022,4251,4251,4251,
Telangana,Medak,Sadasivpet,Turmeric,Finger,14/09/2022,4521,4521,4521,
Telangana,Medak,Sadasivpet,Wheat,147 Average,14/09/2022,2455,2655,2655,
Telangana,Medak,Sangareddy,Brinjal,Brinjal,14/09/2022,1500,2000,1600,
Telangana,Medak,Sangareddy,Cabbage,Cabbage,14/09/2022,2000,2400,2300,
Telangana,Medak,Sangareddy,Green Chilli,Green Chilly,14/09/2022,3000,3500,3200,
Telangana,Medak,Sangareddy,Tomato,Deshi,14/09/2022,1800,2400,2200,
Telangana,Medak,Siddipet,Maize,Deshi Red,14/09/2022,2273,2273,2273,
Telangana,Medak,Vantamamidi,Bhindi(Ladies Finger),Bhindi,14/09/2022,3000,4500,3750,
Telangana,Medak,Vantamamidi,Bitter gourd,Bitter Gourd,14/09/2022,1000,3700,2350,
Telangana,Medak,Vantamamidi,Brinjal,Arkasheela Mattigulla,14/09/2022,600,2500,1550,
Telangana,Medak,Vantamamidi,Cabbage,Cabbage,14/09/2022,400,2000,1200,
Telangana,Medak,Vantamamidi,Carrot,Carrot,14/09/2022,6000,6000,6000,
Telangana,Medak,Vantamamidi,Cucumbar(Kheera),Cucumbar,14/09/2022,600,1800,1200,
Telangana,Medak,Vantamamidi,Field Pea,Field Pea,14/09/2022,3000,7000,5000,
Telangana,Medak,Vantamamidi,Green Chilli,Green Chilly,14/09/2022,2000,2800,2400,
Telangana,Medak,Vantamamidi,Groundnut pods (raw),Groundnut pods (raw),14/09/2022,2800,4500,3650,
Telangana,Medak,Vantamamidi,Onion Green,Onion Green,14/09/2022,1000,2300,1650,
Telangana,Medak,Vantamamidi,Potato,Local,14/09/2022,2300,2300,2300,
Telangana,Medak,Vantamamidi,Pumpkin,Other,14/09/2022,600,600,600,
Telangana,Medak,Vantamamidi,Ridgeguard(Tori),Other,14/09/2022,1000,4000,2500,
Telangana,Medak,Vantamamidi,Snakeguard,Other,14/09/2022,2000,2500,2250,
Telangana,Medak,Vantamamidi,Tomato,Local,14/09/2022,2000,2000,2000,
Telangana,Nalgonda,Aler,Arhar (Tur/Red Gram)(Whole),777 New Ind,14/09/2022,6600,6600,6600,
Telangana,Nalgonda,Chandur,Paddy(Dhan)(Basmati),1121,14/09/2022,1960,1960,1960,
Telangana,Nalgonda,Chandur(Mungodu),Paddy(Dhan)(Common),I.R. 64,14/09/2022,1960,1960,1960,
Telangana,Nalgonda,Chityal,Cotton,Bramha,14/09/2022,5850,6150,6080,
Telangana,Nalgonda,Chityal,Cotton,RCH-2,14/09/2022,5850,6150,6080,
Telangana,Nalgonda,Chityal,Paddy(Dhan)(Common),MTU-1010,14/09/2022,1940,2140,2040,
Telangana,Nalgonda,Choutuppal,Paddy(Dhan)(Common),I.R. 64,14/09/2022,1960,1960,1960,
Telangana,Nalgonda,Devarakonda,Paddy(Dhan)(Common),MTU-1010,14/09/2022,1960,1960,1960,
Telangana,Nalgonda,Devarkonda(Dindi),Cotton,Bramha,14/09/2022,1960,1960,1960,
Telangana,Nalgonda,Devarkonda(Dindi),Paddy(Dhan)(Common),MTU-1010,14/09/2022,1960,1960,1960,
Telangana,Nalgonda,Devarkonda(Mallepalli),Paddy(Dhan)(Common),MTU-1010,14/09/2022,1960,1960,1960,
Telangana,Nalgonda,Halia,Cotton,Cotton (Unginned),14/09/2022,6025,6025,6025,
Telangana,Nalgonda,Halia,Maize,Deshi Red,14/09/2022,1700,1700,1700,
Telangana,Nalgonda,Halia,Paddy(Dhan)(Common),MTU-1010,14/09/2022,1960,1960,1960,
Telangana,Nalgonda,Huzurnagar,Paddy(Dhan)(Common),B P T,14/09/2022,1960,1960,1960,
Telangana,Nalgonda,Kodad,Paddy(Dhan)(Common),B P T,14/09/2022,1960,1960,1960,
Telangana,Nalgonda,Mothkur,Paddy(Dhan)(Common),MTU-1010,14/09/2022,2060,2060,2060,
Telangana,Nalgonda,Nakrekal,Lime,Lime,14/09/2022,500,5500,2500,
Telangana,Nalgonda,Nakrekal,Paddy(Dhan)(Common),MTU-1010,14/09/2022,2060,2060,2060,
Telangana,Nalgonda,Neredcherla,Paddy(Dhan)(Common),B P T,14/09/2022,1940,1980,1970,
Telangana,Nalgonda,Ramannapet,Paddy(Dhan)(Common),1001,14/09/2022,2060,2060,2060,
Telangana,Nalgonda,Suryapeta,Arhar (Tur/Red Gram)(Whole),Local,14/09/2022,4793,6733,6539,
Telangana,Nalgonda,Suryapeta,Black Gram Dal (Urd Dal),Black Gram Dal,14/09/2022,6389,6389,6389,
Telangana,Nalgonda,Suryapeta,Cowpea (Lobia/Karamani),Other,14/09/2022,5259,5850,5650,
Telangana,Nalgonda,Suryapeta,Green Gram (Moong)(Whole),Local,14/09/2022,2109,6739,6259,
Telangana,Nalgonda,Suryapeta,Paddy(Dhan)(Common),B P T,14/09/2022,1829,2622,2459,
Telangana,Nalgonda,Suryapeta,Paddy(Dhan)(Common),HMT,14/09/2022,1819,2509,2509,
Telangana,Nalgonda,Suryapeta,Paddy(Dhan)(Common),I.R. 64,14/09/2022,1747,1747,1747,
Telangana,Nalgonda,Tirumalagiri,Arhar (Tur/Red Gram)(Whole),Local,14/09/2022,4729,5739,5439,
Telangana,Nalgonda,Tirumalagiri,Green Gram (Moong)(Whole),Local,14/09/2022,4511,7009,6369,
Telangana,Nalgonda,Tirumalagiri,Groundnut,Local,14/09/2022,4411,4909,4611,
Telangana,Nalgonda,Tirumalagiri,Maize,Local,14/09/2022,1859,1859,1859,
Telangana,Nalgonda,Tirumalagiri,Paddy(Dhan)(Common),I.R. 64,14/09/2022,1589,1688,1589,
Telangana,Nalgonda,Tirumalagiri,Paddy(Dhan)(Common),Samba Masuri,14/09/2022,1809,2123,1809,
Telangana,Nalgonda,Venkateswarnagar,Beetroot,Beetroot,14/09/2022,2500,2500,2500,
Telangana,Nalgonda,Venkateswarnagar,Bhindi(Ladies Finger),Bhindi,14/09/2022,3000,3000,3000,
Telangana,Nalgonda,Venkateswarnagar,Bitter gourd,Bitter Gourd,14/09/2022,2500,2500,2500,
Telangana,Nalgonda,Venkateswarnagar,Bottle gourd,Bottle Gourd,14/09/2022,1000,1000,1000,
Telangana,Nalgonda,Venkateswarnagar,Brinjal,Brinjal,14/09/2022,1500,1500,1500,
Telangana,Nalgonda,Venkateswarnagar,Cabbage,Cabbage,14/09/2022,3000,3000,3000,
Telangana,Nalgonda,Venkateswarnagar,Cucumbar(Kheera),Other,14/09/2022,2500,2500,2500,
Telangana,Nalgonda,Venkateswarnagar,Green Chilli,Green Chilly,14/09/2022,2000,2000,2000,
Telangana,Nalgonda,Venkateswarnagar,Paddy(Dhan)(Common),1001,14/09/2022,2060,2060,2060,
Telangana,Nalgonda,Venkateswarnagar,Potato,Local,14/09/2022,2000,2000,2000,
Telangana,Nalgonda,Venkateswarnagar,Ridgeguard(Tori),Other,14/09/2022,2500,2500,2500,
Telangana,Nalgonda,Venkateswarnagar,Snakeguard,Other,14/09/2022,1000,1000,1000,
Telangana,Nalgonda,Venkateswarnagar,Tomato,Local,14/09/2022,3000,3000,3000,
Telangana,Nalgonda,Venkateswarnagar(Chintapalli),Paddy(Dhan)(Common),1001,14/09/2022,2060,2060,2060,
Telangana,Nalgonda,Voligonda,Paddy(Dhan)(Common),1001,14/09/2022,2060,2060,2060,
Telangana,Nizamabad,Armoor,Paddy(Dhan)(Common),MTU-1010,14/09/2022,1960,1960,1960,
Telangana,Nizamabad,Bhiknoor,Paddy(Dhan)(Common),MTU-1010,14/09/2022,2040,2060,2060,
Telangana,Nizamabad,Bodhan,Paddy(Dhan)(Common),MTU-1010,14/09/2022,2040,2040,2040,
Telangana,Nizamabad,Gandhari,Maize,Deshi Red,14/09/2022,1962,1962,1962,
Telangana,Nizamabad,Kamareddy,Maize,Deshi Red,14/09/2022,1870,1870,1870,
Telangana,Nizamabad,Madnoor,Banana,Other,14/09/2022,1000,1000,1000,
Telangana,Nizamabad,Madnoor,Papaya,Other,14/09/2022,1000,1000,1000,
Telangana,Nizamabad,Pitlam,Paddy(Dhan)(Common),MTU-1010,14/09/2022,1960,1960,1960,
Telangana,Ranga Reddy,Chevella,Brinjal,Other,14/09/2022,1000,2000,1500,
Telangana,Ranga Reddy,Chevella,Cabbage,Cabbage,14/09/2022,600,600,600,
Telangana,Ranga Reddy,Chevella,Cauliflower,African Sarson,14/09/2022,800,800,800,
Telangana,Ranga Reddy,Chevella,Green Chilli,Green Chilly,14/09/2022,3000,5000,4000,
Telangana,Ranga Reddy,Chevella,Tomato,Deshi,14/09/2022,500,1000,800,
Telangana,Ranga Reddy,Ibrahimputnam,Brinjal,Arkasheela Mattigulla,14/09/2022,2500,3500,3000,
Telangana,Ranga Reddy,Ibrahimputnam,Cabbage,Cabbage,14/09/2022,1600,2000,1800,
Telangana,Ranga Reddy,Ibrahimputnam,Carrot,Carrot,14/09/2022,7000,8000,7500,
Telangana,Ranga Reddy,Ibrahimputnam,Green Chilli,Green Chilly,14/09/2022,2500,4000,3000,
Telangana,Ranga Reddy,Ibrahimputnam,Tomato,Deshi,14/09/2022,2000,4000,3000,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Banana - Green,Banana - Green,14/09/2022,1100,1100,1100,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Beetroot,Beetroot,14/09/2022,3300,3300,3300,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Bhindi(Ladies Finger),Bhindi,14/09/2022,3700,3700,3700,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Bitter gourd,Bitter Gourd,14/09/2022,3500,3500,3500,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Bottle gourd,Bottle Gourd,14/09/2022,1500,1500,1500,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Brinjal,Arkasheela Mattigulla,14/09/2022,1800,1800,1800,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Cabbage,Cabbage,14/09/2022,1900,1900,1900,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Carrot,Carrot,14/09/2022,6700,6700,6700,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Cauliflower,African Sarson,14/09/2022,2800,2800,2800,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Cluster beans,Cluster Beans,14/09/2022,3700,3700,3700,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Colacasia,Colacasia,14/09/2022,3700,3700,3700,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Cucumbar(Kheera),Cucumbar,14/09/2022,2800,2800,2800,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Drumstick,Drumstick,14/09/2022,800,800,800,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Field Pea,Field Pea,14/09/2022,5500,5500,5500,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),French Beans (Frasbean),French Beans (Frasbean),14/09/2022,8500,8500,8500,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Green Chilli,Green Chilly,14/09/2022,2800,2800,2800,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Leafy Vegetable,Leafy Vegetables,14/09/2022,2000,2000,2000,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Onion,1st Sort,14/09/2022,1800,1800,1800,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Potato,(Red Nanital),14/09/2022,3100,3100,3100,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Ridgeguard(Tori),Other,14/09/2022,4000,4000,4000,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Snakeguard,Other,14/09/2022,1800,1800,1800,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Tomato,Deshi,14/09/2022,3900,3900,3900,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Tomato,Tomato,14/09/2022,3900,3900,3900,
Telangana,Ranga Reddy,Mehndipatnam(Rythu Bazar),Yam (Ratalu),Other,14/09/2022,2800,2800,2800,
Telangana,Ranga Reddy,Sardarnagar,Paddy(Dhan)(Common),1001,14/09/2022,1700,1900,1800,
Telangana,Ranga Reddy,Tanduru,Black Gram Dal (Urd Dal),Black Gram Dal,14/09/2022,5805,7731,7731,
Telangana,Ranga Reddy,Tanduru,Green Gram (Moong)(Whole),Ankola,14/09/2022,5805,7056,6453,
Telangana,Ranga Reddy,Vikarabad,Brinjal,Brinjal,14/09/2022,1500,2000,1700,
Telangana,Ranga Reddy,Vikarabad,Cabbage,Cabbage,14/09/2022,1200,1500,1300,
Telangana,Ranga Reddy,Vikarabad,Cauliflower,African Sarson,14/09/2022,3000,4000,3500,
Telangana,Ranga Reddy,Vikarabad,Cluster beans,Cluster Beans,14/09/2022,3000,3500,3200,
Telangana,Ranga Reddy,Vikarabad,Onion,Local,14/09/2022,1000,1500,1200,
Telangana,Ranga Reddy,Vikarabad,Potato,Local,14/09/2022,2500,2500,2500,
Telangana,Ranga Reddy,Vikarabad,Tomato,Local,14/09/2022,4000,5000,4500,
Telangana,Warangal,Cherial,Paddy(Dhan)(Common),1001,14/09/2022,1960,1960,1960,
Telangana,Warangal,Kesamudram,Cotton,Cotton (Unginned),14/09/2022,5569,9243,9243,
Telangana,Warangal,Kesamudram,Green Gram (Moong)(Whole),Ankola,14/09/2022,5066,6629,5066,
Telangana,Warangal,Kesamudram,Maize,Local,14/09/2022,2069,2090,2090,
Telangana,Warangal,Kesamudram,Paddy(Dhan)(Common),Samba Masuri,14/09/2022,1717,2578,2139,
Telangana,Warangal,Kesamudram,Turmeric,Bulb,14/09/2022,3369,5559,5559,
Telangana,Warangal,Kesamudram,Turmeric,Finger,14/09/2022,3012,6106,5621,
Telangana,Warangal,Kodakandal,Paddy(Dhan)(Common),1001,14/09/2022,0,0,1960,
Telangana,Warangal,Narsampet,Maize,Hybrid,14/09/2022,2011,2301,2271,
Telangana,Warangal,Parkal,Cotton,Cotton (Unginned),14/09/2022,8000,9900,9000,
Telangana,Warangal,Warangal,Apple,Simla,14/09/2022,10000,10000,10000,
Telangana,Warangal,Warangal,Apple,Simla,14/09/2022,13000,13000,13000,
Telangana,Warangal,Warangal,Arhar (Tur/Red Gram)(Whole),Local,14/09/2022,4805,5805,5805,
Telangana,Warangal,Warangal,Beetroot,Beetroot,14/09/2022,2400,2600,2500,
Telangana,Warangal,Warangal,Bhindi(Ladies Finger),Bhindi,14/09/2022,3200,3500,3350,
Telangana,Warangal,Warangal,Bitter gourd,Bitter Gourd,14/09/2022,3000,3200,3100,
Telangana,Warangal,Warangal,Brinjal,Brinjal,14/09/2022,3200,3600,3400,
Telangana,Warangal,Warangal,Cabbage,Cabbage,14/09/2022,1600,2000,1800,
Telangana,Warangal,Warangal,Capsicum,Capsicum,14/09/2022,5500,6000,5750,
Telangana,Warangal,Warangal,Carrot,Carrot,14/09/2022,5000,5500,5250,
Telangana,Warangal,Warangal,Cauliflower,Cauliflower,14/09/2022,3600,4000,3800,
Telangana,Warangal,Warangal,Cluster beans,Cluster Beans,14/09/2022,2600,2800,2700,
Telangana,Warangal,Warangal,Colacasia,Colacasia,14/09/2022,3000,3200,3100,
Telangana,Warangal,Warangal,Cotton,Cotton (Unginned),14/09/2022,8200,9910,9100,
